"YEAR","MH1","RACE","MARSTAT","Subgroup_Population"
2019,"Trauma/Stress-related Disorder",6,1,39038
2019,"Trauma/Stress-related Disorder",6,2,3563
2019,"Trauma/Stress-related Disorder",6,3,1314
2019,"Trauma/Stress-related Disorder",6,4,2820
2019,"Anxiety Disorder",1,1,4155
2019,"Anxiety Disorder",1,2,636
2019,"Anxiety Disorder",1,3,189
2019,"Anxiety Disorder",1,4,571
2019,"Anxiety Disorder",2,1,1936
2019,"Anxiety Disorder",2,2,503
2019,"Anxiety Disorder",2,3,70
2019,"Anxiety Disorder",2,4,189
2019,"Anxiety Disorder",3,1,35242
2019,"Anxiety Disorder",3,2,2920
2019,"Anxiety Disorder",3,3,1411
2019,"Anxiety Disorder",3,4,2755
2019,"Anxiety Disorder",4,1,566
2019,"Anxiety Disorder",4,2,86
2019,"Anxiety Disorder",4,3,15
2019,"Anxiety Disorder",4,4,50
2019,"Anxiety Disorder",5,1,179320
2019,"Anxiety Disorder",5,2,34913
2019,"Anxiety Disorder",5,3,9570
2019,"Anxiety Disorder",5,4,31128
2019,"Anxiety Disorder",6,1,21588
2019,"Anxiety Disorder",6,2,2996
2019,"Anxiety Disorder",6,3,917
2019,"Anxiety Disorder",6,4,2274
2019,"ADHD",1,1,2293
2019,"ADHD",1,2,26
2019,"ADHD",1,3,9
2019,"ADHD",1,4,24
2019,"ADHD",2,1,1266
2019,"ADHD",2,2,25
2019,"ADHD",2,3,3
2019,"ADHD",2,4,9
2019,"ADHD",3,1,89983
2019,"ADHD",3,2,221
2019,"ADHD",3,3,92
2019,"ADHD",3,4,135
2019,"ADHD",4,1,358
2019,"ADHD",4,2,7
2019,"ADHD",4,3,4
2019,"ADHD",4,4,2
2019,"ADHD",5,1,174625
2019,"ADHD",5,2,3283
2019,"ADHD",5,3,850
2019,"ADHD",5,4,2392
2019,"ADHD",6,1,25665
2019,"ADHD",6,2,186
2019,"ADHD",6,3,56
2019,"ADHD",6,4,111
2019,"Conduct Disorder",1,1,493
2019,"Conduct Disorder",1,2,9
2019,"Conduct Disorder",1,3,1
2019,"Conduct Disorder",1,4,2
2019,"Conduct Disorder",2,1,299
2019,"Conduct Disorder",2,2,4
2019,"Conduct Disorder",2,4,1
2019,"Conduct Disorder",3,1,19206
2019,"Conduct Disorder",3,2,80
2019,"Conduct Disorder",3,3,27
2019,"Conduct Disorder",3,4,41
2019,"Conduct Disorder",4,1,79
2019,"Conduct Disorder",4,4,1
2019,"Conduct Disorder",5,1,29577
2019,"Conduct Disorder",5,2,334
2019,"Conduct Disorder",5,3,80
2019,"Conduct Disorder",5,4,230
2019,"Conduct Disorder",6,1,4695
2019,"Conduct Disorder",6,2,29
2019,"Conduct Disorder",6,3,10
2019,"Conduct Disorder",6,4,12
2019,"Delirium/Dementia",1,1,66
2019,"Delirium/Dementia",1,2,18
2019,"Delirium/Dementia",1,3,2
2019,"Delirium/Dementia",1,4,20
2019,"Delirium/Dementia",2,1,47
2019,"Delirium/Dementia",2,2,54
2019,"Delirium/Dementia",2,3,6
2019,"Delirium/Dementia",2,4,37
2019,"Delirium/Dementia",3,1,1127
2019,"Delirium/Dementia",3,2,268
2019,"Delirium/Dementia",3,3,80
2019,"Delirium/Dementia",3,4,531
2019,"Delirium/Dementia",4,1,12
2019,"Delirium/Dementia",4,3,1
2019,"Delirium/Dementia",4,4,2
2019,"Delirium/Dementia",5,1,2595
2019,"Delirium/Dementia",5,2,1443
2019,"Delirium/Dementia",5,3,198
2019,"Delirium/Dementia",5,4,2472
2019,"Delirium/Dementia",6,1,323
2019,"Delirium/Dementia",6,2,138
2019,"Delirium/Dementia",6,3,27
2019,"Delirium/Dementia",6,4,241
2019,"Bipolar Disorder",1,1,1759
2019,"Bipolar Disorder",1,2,602
2019,"Bipolar Disorder",1,3,309
2019,"Bipolar Disorder",1,4,847
2019,"Bipolar Disorder",2,1,1415
2019,"Bipolar Disorder",2,2,468
2019,"Bipolar Disorder",2,3,129
2019,"Bipolar Disorder",2,4,331
2019,"Bipolar Disorder",3,1,54682
2019,"Bipolar Disorder",3,2,5952
2019,"Bipolar Disorder",3,3,4062
2019,"Bipolar Disorder",3,4,8052
2019,"Bipolar Disorder",4,1,286
2019,"Bipolar Disorder",4,2,89
2019,"Bipolar Disorder",4,3,43
2019,"Bipolar Disorder",4,4,102
2019,"Bipolar Disorder",5,1,143020
2019,"Bipolar Disorder",5,2,45430
2019,"Bipolar Disorder",5,3,20372
2019,"Bipolar Disorder",5,4,66544
2019,"Bipolar Disorder",6,1,14433
2019,"Bipolar Disorder",6,2,2861
2019,"Bipolar Disorder",6,3,1424
2019,"Bipolar Disorder",6,4,3782
2019,"Depressive Disorder",1,1,6675
2019,"Depressive Disorder",1,2,1434
2019,"Depressive Disorder",1,3,626
2019,"Depressive Disorder",1,4,1729
2019,"Depressive Disorder",2,1,4186
2019,"Depressive Disorder",2,2,1768
2019,"Depressive Disorder",2,3,313
2019,"Depressive Disorder",2,4,950
2019,"Depressive Disorder",3,1,134447
2019,"Depressive Disorder",3,2,14514
2019,"Depressive Disorder",3,3,9596
2019,"Depressive Disorder",3,4,18832
2019,"Depressive Disorder",4,1,1152
2019,"Depressive Disorder",4,2,234
2019,"Depressive Disorder",4,3,85
2019,"Depressive Disorder",4,4,233
2019,"Depressive Disorder",5,1,333399
2019,"Depressive Disorder",5,2,95639
2019,"Depressive Disorder",5,3,34748
2019,"Depressive Disorder",5,4,117193
2019,"Depressive Disorder",6,1,46037
2019,"Depressive Disorder",6,2,8503
2019,"Depressive Disorder",6,3,3699
2019,"Depressive Disorder",6,4,8348
2019,"Oppositional Defiant Disorder",1,1,808
2019,"Oppositional Defiant Disorder",1,2,5
2019,"Oppositional Defiant Disorder",1,4,1
2019,"Oppositional Defiant Disorder",2,1,241
2019,"Oppositional Defiant Disorder",2,2,2
2019,"Oppositional Defiant Disorder",2,3,1
2019,"Oppositional Defiant Disorder",2,4,1
2019,"Oppositional Defiant Disorder",3,1,24498
2019,"Oppositional Defiant Disorder",3,2,23
2019,"Oppositional Defiant Disorder",3,3,16
2019,"Oppositional Defiant Disorder",3,4,12
2019,"Oppositional Defiant Disorder",4,1,71
2019,"Oppositional Defiant Disorder",5,1,41662
2019,"Oppositional Defiant Disorder",5,2,68
2019,"Oppositional Defiant Disorder",5,3,35
2019,"Oppositional Defiant Disorder",5,4,31
2019,"Oppositional Defiant Disorder",6,1,6681
2019,"Oppositional Defiant Disorder",6,2,6
2019,"Oppositional Defiant Disorder",6,3,3
2019,"Oppositional Defiant Disorder",6,4,1
2019,"Pervasive Developmental Disorders",1,1,399
2019,"Pervasive Developmental Disorders",1,2,1
2019,"Pervasive Developmental Disorders",1,4,2
2019,"Pervasive Developmental Disorders",2,1,652
2019,"Pervasive Developmental Disorders",2,4,3
2019,"Pervasive Developmental Disorders",3,1,6827
2019,"Pervasive Developmental Disorders",3,2,7
2019,"Pervasive Developmental Disorders",3,3,1
2019,"Pervasive Developmental Disorders",3,4,12
2019,"Pervasive Developmental Disorders",4,1,68
2019,"Pervasive Developmental Disorders",5,1,30203
2019,"Pervasive Developmental Disorders",5,2,110
2019,"Pervasive Developmental Disorders",5,3,19
2019,"Pervasive Developmental Disorders",5,4,83
2019,"Pervasive Developmental Disorders",6,1,5293
2019,"Pervasive Developmental Disorders",6,2,9
2019,"Pervasive Developmental Disorders",6,3,3
2019,"Pervasive Developmental Disorders",6,4,15
2019,"Personality Disorders",1,1,164
2019,"Personality Disorders",1,2,54
2019,"Personality Disorders",1,3,12
2019,"Personality Disorders",1,4,52
2019,"Personality Disorders",2,1,81
2019,"Personality Disorders",2,2,20
2019,"Personality Disorders",2,3,4
2019,"Personality Disorders",2,4,20
2019,"Personality Disorders",3,1,3516
2019,"Personality Disorders",3,2,516
2019,"Personality Disorders",3,3,200
2019,"Personality Disorders",3,4,402
2019,"Personality Disorders",4,1,11
2019,"Personality Disorders",4,2,7
2019,"Personality Disorders",4,3,2
2019,"Personality Disorders",4,4,6
2019,"Personality Disorders",5,1,9093
2019,"Personality Disorders",5,2,2444
2019,"Personality Disorders",5,3,1010
2019,"Personality Disorders",5,4,3048
2019,"Personality Disorders",6,1,1156
2019,"Personality Disorders",6,2,218
2019,"Personality Disorders",6,3,81
2019,"Personality Disorders",6,4,219
2019,"Schizophrenia or other Psychotic Disorders",1,1,2708
2019,"Schizophrenia or other Psychotic Disorders",1,2,349
2019,"Schizophrenia or other Psychotic Disorders",1,3,230
2019,"Schizophrenia or other Psychotic Disorders",1,4,736
2019,"Schizophrenia or other Psychotic Disorders",2,1,4720
2019,"Schizophrenia or other Psychotic Disorders",2,2,836
2019,"Schizophrenia or other Psychotic Disorders",2,3,217
2019,"Schizophrenia or other Psychotic Disorders",2,4,878
2019,"Schizophrenia or other Psychotic Disorders",3,1,113077
2019,"Schizophrenia or other Psychotic Disorders",3,2,8711
2019,"Schizophrenia or other Psychotic Disorders",3,3,6434
2019,"Schizophrenia or other Psychotic Disorders",3,4,14929
2019,"Schizophrenia or other Psychotic Disorders",4,1,729
2019,"Schizophrenia or other Psychotic Disorders",4,2,113
2019,"Schizophrenia or other Psychotic Disorders",4,3,40
2019,"Schizophrenia or other Psychotic Disorders",4,4,128
2019,"Schizophrenia or other Psychotic Disorders",5,1,138442
2019,"Schizophrenia or other Psychotic Disorders",5,2,18804
2019,"Schizophrenia or other Psychotic Disorders",5,3,9032
2019,"Schizophrenia or other Psychotic Disorders",5,4,40367
2019,"Schizophrenia or other Psychotic Disorders",6,1,19328
2019,"Schizophrenia or other Psychotic Disorders",6,2,2284
2019,"Schizophrenia or other Psychotic Disorders",6,3,1110
2019,"Schizophrenia or other Psychotic Disorders",6,4,3522
2019,"Alcohol/Substance Use Disorders",1,1,1074
2019,"Alcohol/Substance Use Disorders",1,2,394
2019,"Alcohol/Substance Use Disorders",1,3,109
2019,"Alcohol/Substance Use Disorders",1,4,287
2019,"Alcohol/Substance Use Disorders",2,1,263
2019,"Alcohol/Substance Use Disorders",2,2,77
2019,"Alcohol/Substance Use Disorders",2,3,13
2019,"Alcohol/Substance Use Disorders",2,4,46
2019,"Alcohol/Substance Use Disorders",3,1,9305
2019,"Alcohol/Substance Use Disorders",3,2,2057
2019,"Alcohol/Substance Use Disorders",3,3,784
2019,"Alcohol/Substance Use Disorders",3,4,1285
2019,"Alcohol/Substance Use Disorders",4,1,93
2019,"Alcohol/Substance Use Disorders",4,2,59
2019,"Alcohol/Substance Use Disorders",4,3,5
2019,"Alcohol/Substance Use Disorders",4,4,14
2019,"Alcohol/Substance Use Disorders",5,1,29613
2019,"Alcohol/Substance Use Disorders",5,2,10511
2019,"Alcohol/Substance Use Disorders",5,3,4053
2019,"Alcohol/Substance Use Disorders",5,4,10785
2019,"Alcohol/Substance Use Disorders",6,1,3229
2019,"Alcohol/Substance Use Disorders",6,2,661
2019,"Alcohol/Substance Use Disorders",6,3,251
2019,"Alcohol/Substance Use Disorders",6,4,593
2019,"Other Disorder/Condition",1,1,5322
2019,"Other Disorder/Condition",1,2,294
2019,"Other Disorder/Condition",1,3,92
2019,"Other Disorder/Condition",1,4,298
2019,"Other Disorder/Condition",2,1,2183
2019,"Other Disorder/Condition",2,2,427
2019,"Other Disorder/Condition",2,3,36
2019,"Other Disorder/Condition",2,4,178
2019,"Other Disorder/Condition",3,1,50062
2019,"Other Disorder/Condition",3,2,2676
2019,"Other Disorder/Condition",3,3,1346
2019,"Other Disorder/Condition",3,4,2559
2019,"Other Disorder/Condition",4,1,354
2019,"Other Disorder/Condition",4,2,43
2019,"Other Disorder/Condition",4,3,10
2019,"Other Disorder/Condition",4,4,21
2019,"Other Disorder/Condition",5,1,152042
2019,"Other Disorder/Condition",5,2,16935
2019,"Other Disorder/Condition",5,3,5037
2019,"Other Disorder/Condition",5,4,17022
2019,"Other Disorder/Condition",6,1,21355
2019,"Other Disorder/Condition",6,2,1476
2019,"Other Disorder/Condition",6,3,526
2019,"Other Disorder/Condition",6,4,1322
2020,"Missing",1,1,4283
2020,"Missing",1,2,616
2020,"Missing",1,3,179
2020,"Missing",1,4,533
2020,"Missing",2,1,3989
2020,"Missing",2,2,1745
2020,"Missing",2,3,233
2020,"Missing",2,4,807
2020,"Missing",3,1,82689
2020,"Missing",3,2,6503
2020,"Missing",3,3,3962
2020,"Missing",3,4,7804
2020,"Missing",4,1,1009
2020,"Missing",4,2,93
2020,"Missing",4,3,91
2020,"Missing",4,4,103
2020,"Missing",5,1,195874
2020,"Missing",5,2,37120
2020,"Missing",5,3,13908
2020,"Missing",5,4,41980
2020,"Missing",6,1,28067
2020,"Missing",6,2,3118
2020,"Missing",6,3,1111
2020,"Missing",6,4,2510
2020,"Trauma/Stress-related Disorder",1,1,11289
2020,"Trauma/Stress-related Disorder",1,2,940
2020,"Trauma/Stress-related Disorder",1,3,294
2020,"Trauma/Stress-related Disorder",1,4,899
2020,"Trauma/Stress-related Disorder",2,1,3145
2020,"Trauma/Stress-related Disorder",2,2,805
2020,"Trauma/Stress-related Disorder",2,3,150
2020,"Trauma/Stress-related Disorder",2,4,345
2020,"Trauma/Stress-related Disorder",3,1,85449
2020,"Trauma/Stress-related Disorder",3,2,5318
2020,"Trauma/Stress-related Disorder",3,3,2512
2020,"Trauma/Stress-related Disorder",3,4,4355
2020,"Trauma/Stress-related Disorder",4,1,1011
2020,"Trauma/Stress-related Disorder",4,2,130
2020,"Trauma/Stress-related Disorder",4,3,43
2020,"Trauma/Stress-related Disorder",4,4,102
2020,"Trauma/Stress-related Disorder",5,1,271478
2020,"Trauma/Stress-related Disorder",5,2,35681
2020,"Trauma/Stress-related Disorder",5,3,12772
2020,"Trauma/Stress-related Disorder",5,4,33827
2020,"Trauma/Stress-related Disorder",6,1,44071
2020,"Trauma/Stress-related Disorder",6,2,4248
2020,"Trauma/Stress-related Disorder",6,3,1534
2020,"Trauma/Stress-related Disorder",6,4,3360
2020,"Anxiety Disorder",1,1,4834
2020,"Anxiety Disorder",1,2,685
2020,"Anxiety Disorder",1,3,196
2020,"Anxiety Disorder",1,4,556
2020,"Anxiety Disorder",2,1,2071
2020,"Anxiety Disorder",2,2,524
2020,"Anxiety Disorder",2,3,65
2020,"Anxiety Disorder",2,4,218
2020,"Anxiety Disorder",3,1,33093
2020,"Anxiety Disorder",3,2,2864
2020,"Anxiety Disorder",3,3,1397
2020,"Anxiety Disorder",3,4,2769
2020,"Anxiety Disorder",4,1,591
2020,"Anxiety Disorder",4,2,89
2020,"Anxiety Disorder",4,3,13
2020,"Anxiety Disorder",4,4,63
2020,"Anxiety Disorder",5,1,187652
2020,"Anxiety Disorder",5,2,34931
2020,"Anxiety Disorder",5,3,9910
2020,"Anxiety Disorder",5,4,30844
2020,"Anxiety Disorder",6,1,24749
2020,"Anxiety Disorder",6,2,3535
2020,"Anxiety Disorder",6,3,1073
2020,"Anxiety Disorder",6,4,2545
2020,"ADHD",1,1,3571
2020,"ADHD",1,2,44
2020,"ADHD",1,3,14
2020,"ADHD",1,4,47
2020,"ADHD",2,1,1491
2020,"ADHD",2,2,20
2020,"ADHD",2,3,5
2020,"ADHD",2,4,10
2020,"ADHD",3,1,79532
2020,"ADHD",3,2,185
2020,"ADHD",3,3,98
2020,"ADHD",3,4,132
2020,"ADHD",4,1,400
2020,"ADHD",4,2,9
2020,"ADHD",4,3,2
2020,"ADHD",4,4,1
2020,"ADHD",5,1,179994
2020,"ADHD",5,2,3278
2020,"ADHD",5,3,873
2020,"ADHD",5,4,2343
2020,"ADHD",6,1,27501
2020,"ADHD",6,2,260
2020,"ADHD",6,3,66
2020,"ADHD",6,4,186
2020,"Conduct Disorder",1,1,696
2020,"Conduct Disorder",1,2,13
2020,"Conduct Disorder",1,3,1
2020,"Conduct Disorder",1,4,3
2020,"Conduct Disorder",2,1,328
2020,"Conduct Disorder",2,2,6
2020,"Conduct Disorder",2,4,1
2020,"Conduct Disorder",3,1,16419
2020,"Conduct Disorder",3,2,57
2020,"Conduct Disorder",3,3,24
2020,"Conduct Disorder",3,4,40
2020,"Conduct Disorder",4,1,51
2020,"Conduct Disorder",4,2,3
2020,"Conduct Disorder",4,3,1
2020,"Conduct Disorder",5,1,29414
2020,"Conduct Disorder",5,2,306
2020,"Conduct Disorder",5,3,73
2020,"Conduct Disorder",5,4,184
2020,"Conduct Disorder",6,1,5179
2020,"Conduct Disorder",6,2,36
2020,"Conduct Disorder",6,3,7
2020,"Conduct Disorder",6,4,13
2020,"Delirium/Dementia",1,1,234
2020,"Delirium/Dementia",1,2,84
2020,"Delirium/Dementia",1,3,2
2020,"Delirium/Dementia",1,4,74
2020,"Delirium/Dementia",2,1,55
2020,"Delirium/Dementia",2,2,61
2020,"Delirium/Dementia",2,3,7
2020,"Delirium/Dementia",2,4,48
2020,"Delirium/Dementia",3,1,1005
2020,"Delirium/Dementia",3,2,231
2020,"Delirium/Dementia",3,3,86
2020,"Delirium/Dementia",3,4,467
2020,"Delirium/Dementia",4,1,6
2020,"Delirium/Dementia",4,2,4
2020,"Delirium/Dementia",4,3,1
2020,"Delirium/Dementia",4,4,6
2020,"Delirium/Dementia",5,1,2951
2020,"Delirium/Dementia",5,2,1441
2020,"Delirium/Dementia",5,3,197
2020,"Delirium/Dementia",5,4,2429
2020,"Delirium/Dementia",6,1,338
2020,"Delirium/Dementia",6,2,127
2020,"Delirium/Dementia",6,3,18
2020,"Delirium/Dementia",6,4,173
2020,"Bipolar Disorder",1,1,1989
2020,"Bipolar Disorder",1,2,585
2020,"Bipolar Disorder",1,3,301
2020,"Bipolar Disorder",1,4,769
2020,"Bipolar Disorder",2,1,1475
2020,"Bipolar Disorder",2,2,482
2020,"Bipolar Disorder",2,3,144
2020,"Bipolar Disorder",2,4,362
2020,"Bipolar Disorder",3,1,51044
2020,"Bipolar Disorder",3,2,6086
2020,"Bipolar Disorder",3,3,4269
2020,"Bipolar Disorder",3,4,8108
2020,"Bipolar Disorder",4,1,307
2020,"Bipolar Disorder",4,2,84
2020,"Bipolar Disorder",4,3,46
2020,"Bipolar Disorder",4,4,118
2020,"Bipolar Disorder",5,1,146334
2020,"Bipolar Disorder",5,2,45849
2020,"Bipolar Disorder",5,3,20503
2020,"Bipolar Disorder",5,4,65736
2020,"Bipolar Disorder",6,1,15468
2020,"Bipolar Disorder",6,2,3225
2020,"Bipolar Disorder",6,3,1476
2020,"Bipolar Disorder",6,4,4044
2020,"Depressive Disorder",1,1,8797
2020,"Depressive Disorder",1,2,1488
2020,"Depressive Disorder",1,3,595
2020,"Depressive Disorder",1,4,1716
2020,"Depressive Disorder",2,1,4391
2020,"Depressive Disorder",2,2,1780
2020,"Depressive Disorder",2,3,369
2020,"Depressive Disorder",2,4,1090
2020,"Depressive Disorder",3,1,120143
2020,"Depressive Disorder",3,2,13798
2020,"Depressive Disorder",3,3,9749
2020,"Depressive Disorder",3,4,18606
2020,"Depressive Disorder",4,1,1105
2020,"Depressive Disorder",4,2,256
2020,"Depressive Disorder",4,3,98
2020,"Depressive Disorder",4,4,260
2020,"Depressive Disorder",5,1,334844
2020,"Depressive Disorder",5,2,93654
2020,"Depressive Disorder",5,3,34468
2020,"Depressive Disorder",5,4,112952
2020,"Depressive Disorder",6,1,50119
2020,"Depressive Disorder",6,2,9332
2020,"Depressive Disorder",6,3,3784
2020,"Depressive Disorder",6,4,8610
2020,"Oppositional Defiant Disorder",1,1,703
2020,"Oppositional Defiant Disorder",1,2,5
2020,"Oppositional Defiant Disorder",1,4,1
2020,"Oppositional Defiant Disorder",2,1,255
2020,"Oppositional Defiant Disorder",2,2,2
2020,"Oppositional Defiant Disorder",2,3,1
2020,"Oppositional Defiant Disorder",2,4,1
2020,"Oppositional Defiant Disorder",3,1,21128
2020,"Oppositional Defiant Disorder",3,2,22
2020,"Oppositional Defiant Disorder",3,3,12
2020,"Oppositional Defiant Disorder",3,4,12
2020,"Oppositional Defiant Disorder",4,1,70
2020,"Oppositional Defiant Disorder",5,1,38949
2020,"Oppositional Defiant Disorder",5,2,62
2020,"Oppositional Defiant Disorder",5,3,18
2020,"Oppositional Defiant Disorder",5,4,38
2020,"Oppositional Defiant Disorder",6,1,6947
2020,"Oppositional Defiant Disorder",6,2,4
2020,"Oppositional Defiant Disorder",6,3,2
2020,"Oppositional Defiant Disorder",6,4,2
2020,"Pervasive Developmental Disorders",1,1,712
2020,"Pervasive Developmental Disorders",1,2,2
2020,"Pervasive Developmental Disorders",1,4,2
2020,"Pervasive Developmental Disorders",2,1,707
2020,"Pervasive Developmental Disorders",3,1,7144
2020,"Pervasive Developmental Disorders",3,2,7
2020,"Pervasive Developmental Disorders",3,3,5
2020,"Pervasive Developmental Disorders",3,4,15
2020,"Pervasive Developmental Disorders",4,1,102
2020,"Pervasive Developmental Disorders",5,1,33231
2020,"Pervasive Developmental Disorders",5,2,123
2020,"Pervasive Developmental Disorders",5,3,14
2020,"Pervasive Developmental Disorders",5,4,118
2020,"Pervasive Developmental Disorders",6,1,5196
2020,"Pervasive Developmental Disorders",6,2,9
2020,"Pervasive Developmental Disorders",6,3,3
2020,"Pervasive Developmental Disorders",6,4,17
2020,"Personality Disorders",1,1,193
2020,"Personality Disorders",1,2,54
2020,"Personality Disorders",1,3,17
2020,"Personality Disorders",1,4,57
2020,"Personality Disorders",2,1,88
2020,"Personality Disorders",2,2,21
2020,"Personality Disorders",2,3,5
2020,"Personality Disorders",2,4,12
2020,"Personality Disorders",3,1,3495
2020,"Personality Disorders",3,2,512
2020,"Personality Disorders",3,3,184
2020,"Personality Disorders",3,4,350
2020,"Personality Disorders",4,1,18
2020,"Personality Disorders",4,2,10
2020,"Personality Disorders",4,3,3
2020,"Personality Disorders",4,4,5
2020,"Personality Disorders",5,1,9515
2020,"Personality Disorders",5,2,2439
2020,"Personality Disorders",5,3,1006
2020,"Personality Disorders",5,4,3132
2020,"Personality Disorders",6,1,1220
2020,"Personality Disorders",6,2,223
2020,"Personality Disorders",6,3,101
2020,"Personality Disorders",6,4,202
2020,"Schizophrenia or other Psychotic Disorders",1,1,3567
2020,"Schizophrenia or other Psychotic Disorders",1,2,381
2020,"Schizophrenia or other Psychotic Disorders",1,3,189
2020,"Schizophrenia or other Psychotic Disorders",1,4,679
2020,"Schizophrenia or other Psychotic Disorders",2,1,4854
2020,"Schizophrenia or other Psychotic Disorders",2,2,794
2020,"Schizophrenia or other Psychotic Disorders",2,3,277
2020,"Schizophrenia or other Psychotic Disorders",2,4,850
2020,"Schizophrenia or other Psychotic Disorders",3,1,123152
2020,"Schizophrenia or other Psychotic Disorders",3,2,9753
2020,"Schizophrenia or other Psychotic Disorders",3,3,7179
2020,"Schizophrenia or other Psychotic Disorders",3,4,15721
2020,"Schizophrenia or other Psychotic Disorders",4,1,793
2020,"Schizophrenia or other Psychotic Disorders",4,2,78
2020,"Schizophrenia or other Psychotic Disorders",4,3,78
2020,"Schizophrenia or other Psychotic Disorders",4,4,121
2020,"Schizophrenia or other Psychotic Disorders",5,1,145255
2020,"Schizophrenia or other Psychotic Disorders",5,2,19223
2020,"Schizophrenia or other Psychotic Disorders",5,3,9269
2020,"Schizophrenia or other Psychotic Disorders",5,4,39750
2020,"Schizophrenia or other Psychotic Disorders",6,1,21300
2020,"Schizophrenia or other Psychotic Disorders",6,2,2407
2020,"Schizophrenia or other Psychotic Disorders",6,3,1179
2020,"Schizophrenia or other Psychotic Disorders",6,4,3636
2020,"Alcohol/Substance Use Disorders",1,1,3316
2020,"Alcohol/Substance Use Disorders",1,2,371
2020,"Alcohol/Substance Use Disorders",1,3,70
2020,"Alcohol/Substance Use Disorders",1,4,194
2020,"Alcohol/Substance Use Disorders",2,1,358
2020,"Alcohol/Substance Use Disorders",2,2,66
2020,"Alcohol/Substance Use Disorders",2,3,18
2020,"Alcohol/Substance Use Disorders",2,4,46
2020,"Alcohol/Substance Use Disorders",3,1,12327
2020,"Alcohol/Substance Use Disorders",3,2,2296
2020,"Alcohol/Substance Use Disorders",3,3,901
2020,"Alcohol/Substance Use Disorders",3,4,1450
2020,"Alcohol/Substance Use Disorders",4,1,123
2020,"Alcohol/Substance Use Disorders",4,2,54
2020,"Alcohol/Substance Use Disorders",4,3,9
2020,"Alcohol/Substance Use Disorders",4,4,16
2020,"Alcohol/Substance Use Disorders",5,1,39195
2020,"Alcohol/Substance Use Disorders",5,2,10544
2020,"Alcohol/Substance Use Disorders",5,3,3989
2020,"Alcohol/Substance Use Disorders",5,4,10445
2020,"Alcohol/Substance Use Disorders",6,1,3561
2020,"Alcohol/Substance Use Disorders",6,2,911
2020,"Alcohol/Substance Use Disorders",6,3,367
2020,"Alcohol/Substance Use Disorders",6,4,776
2020,"Other Disorder/Condition",1,1,6789
2020,"Other Disorder/Condition",1,2,301
2020,"Other Disorder/Condition",1,3,90
2020,"Other Disorder/Condition",1,4,293
2020,"Other Disorder/Condition",2,1,2584
2020,"Other Disorder/Condition",2,2,513
2020,"Other Disorder/Condition",2,3,47
2020,"Other Disorder/Condition",2,4,190
2020,"Other Disorder/Condition",3,1,49484
2020,"Other Disorder/Condition",3,2,2713
2020,"Other Disorder/Condition",3,3,1325
2020,"Other Disorder/Condition",3,4,2519
2020,"Other Disorder/Condition",4,1,414
2020,"Other Disorder/Condition",4,2,39
2020,"Other Disorder/Condition",4,3,14
2020,"Other Disorder/Condition",4,4,22
2020,"Other Disorder/Condition",5,1,160544
2020,"Other Disorder/Condition",5,2,16518
2020,"Other Disorder/Condition",5,3,4928
2020,"Other Disorder/Condition",5,4,16335
2020,"Other Disorder/Condition",6,1,21548
2020,"Other Disorder/Condition",6,2,1536
2020,"Other Disorder/Condition",6,3,502
2020,"Other Disorder/Condition",6,4,1317
2021,"Missing",1,1,2956
2021,"Missing",1,2,461
2021,"Missing",1,3,131
2021,"Missing",1,4,403
2021,"Missing",2,1,3627
2021,"Missing",2,2,1453
2021,"Missing",2,3,183
2021,"Missing",2,4,560
2021,"Missing",3,1,71045
2021,"Missing",3,2,5452
2021,"Missing",3,3,3371
2021,"Missing",3,4,6466
2021,"Missing",4,1,803
2021,"Missing",4,2,81
2021,"Missing",4,3,22
2021,"Missing",4,4,47
2021,"Missing",5,1,161288
2021,"Missing",5,2,30284
2021,"Missing",5,3,11329
2021,"Missing",5,4,32310
2021,"Missing",6,1,28599
2021,"Missing",6,2,3316
2021,"Missing",6,3,1193
2021,"Missing",6,4,2601
2021,"Trauma/Stress-related Disorder",1,1,10928
2021,"Trauma/Stress-related Disorder",1,2,931
2021,"Trauma/Stress-related Disorder",1,3,345
2021,"Trauma/Stress-related Disorder",1,4,953
2021,"Trauma/Stress-related Disorder",2,1,3697
2021,"Trauma/Stress-related Disorder",2,2,834
2021,"Trauma/Stress-related Disorder",2,3,148
2021,"Trauma/Stress-related Disorder",2,4,388
2021,"Trauma/Stress-related Disorder",3,1,77732
2021,"Trauma/Stress-related Disorder",3,2,5014
2021,"Trauma/Stress-related Disorder",3,3,2329
2021,"Trauma/Stress-related Disorder",3,4,4140
2021,"Trauma/Stress-related Disorder",4,1,1245
2021,"Trauma/Stress-related Disorder",4,2,149
2021,"Trauma/Stress-related Disorder",4,3,45
2021,"Trauma/Stress-related Disorder",4,4,118
2021,"Trauma/Stress-related Disorder",5,1,238908
2021,"Trauma/Stress-related Disorder",5,2,33430
2021,"Trauma/Stress-related Disorder",5,3,11787
2021,"Trauma/Stress-related Disorder",5,4,31678
2021,"Trauma/Stress-related Disorder",6,1,38067
2021,"Trauma/Stress-related Disorder",6,2,3742
2021,"Trauma/Stress-related Disorder",6,3,1264
2021,"Trauma/Stress-related Disorder",6,4,2876
2021,"Anxiety Disorder",1,1,5160
2021,"Anxiety Disorder",1,2,711
2021,"Anxiety Disorder",1,3,189
2021,"Anxiety Disorder",1,4,555
