"YEAR","MH1","EDUC","RACE","Subgroup_Population"
2017,"Schizophrenia or other Psychotic Disorders",4,3,52693
2017,"Schizophrenia or other Psychotic Disorders",4,4,448
2017,"Schizophrenia or other Psychotic Disorders",4,5,87355
2017,"Schizophrenia or other Psychotic Disorders",4,6,8577
2017,"Schizophrenia or other Psychotic Disorders",5,1,592
2017,"Schizophrenia or other Psychotic Disorders",5,2,1735
2017,"Schizophrenia or other Psychotic Disorders",5,3,17920
2017,"Schizophrenia or other Psychotic Disorders",5,4,154
2017,"Schizophrenia or other Psychotic Disorders",5,5,38021
2017,"Schizophrenia or other Psychotic Disorders",5,6,3677
2017,"Alcohol/Substance Use Disorders",1,3,15
2017,"Alcohol/Substance Use Disorders",1,5,17
2017,"Alcohol/Substance Use Disorders",1,6,2
2017,"Alcohol/Substance Use Disorders",2,1,359
2017,"Alcohol/Substance Use Disorders",2,2,166
2017,"Alcohol/Substance Use Disorders",2,3,637
2017,"Alcohol/Substance Use Disorders",2,4,6
2017,"Alcohol/Substance Use Disorders",2,5,4802
2017,"Alcohol/Substance Use Disorders",2,6,523
2017,"Alcohol/Substance Use Disorders",3,1,339
2017,"Alcohol/Substance Use Disorders",3,2,107
2017,"Alcohol/Substance Use Disorders",3,3,2599
2017,"Alcohol/Substance Use Disorders",3,4,6
2017,"Alcohol/Substance Use Disorders",3,5,7969
2017,"Alcohol/Substance Use Disorders",3,6,516
2017,"Alcohol/Substance Use Disorders",4,1,293
2017,"Alcohol/Substance Use Disorders",4,2,104
2017,"Alcohol/Substance Use Disorders",4,3,4102
2017,"Alcohol/Substance Use Disorders",4,4,22
2017,"Alcohol/Substance Use Disorders",4,5,16372
2017,"Alcohol/Substance Use Disorders",4,6,815
2017,"Alcohol/Substance Use Disorders",5,1,135
2017,"Alcohol/Substance Use Disorders",5,2,63
2017,"Alcohol/Substance Use Disorders",5,3,1286
2017,"Alcohol/Substance Use Disorders",5,4,10
2017,"Alcohol/Substance Use Disorders",5,5,7928
2017,"Alcohol/Substance Use Disorders",5,6,357
2017,"Other Disorder/Condition",1,1,41
2017,"Other Disorder/Condition",1,2,71
2017,"Other Disorder/Condition",1,3,1872
2017,"Other Disorder/Condition",1,4,6
2017,"Other Disorder/Condition",1,5,7417
2017,"Other Disorder/Condition",1,6,1048
2017,"Other Disorder/Condition",2,1,842
2017,"Other Disorder/Condition",2,2,671
2017,"Other Disorder/Condition",2,3,11677
2017,"Other Disorder/Condition",2,4,68
2017,"Other Disorder/Condition",2,5,33864
2017,"Other Disorder/Condition",2,6,5922
2017,"Other Disorder/Condition",3,1,611
2017,"Other Disorder/Condition",3,2,328
2017,"Other Disorder/Condition",3,3,8413
2017,"Other Disorder/Condition",3,4,46
2017,"Other Disorder/Condition",3,5,21469
2017,"Other Disorder/Condition",3,6,3038
2017,"Other Disorder/Condition",4,1,717
2017,"Other Disorder/Condition",4,2,624
2017,"Other Disorder/Condition",4,3,10494
2017,"Other Disorder/Condition",4,4,68
2017,"Other Disorder/Condition",4,5,41481
2017,"Other Disorder/Condition",4,6,3762
2017,"Other Disorder/Condition",5,1,318
2017,"Other Disorder/Condition",5,2,325
2017,"Other Disorder/Condition",5,3,3403
2017,"Other Disorder/Condition",5,4,36
2017,"Other Disorder/Condition",5,5,16582
2017,"Other Disorder/Condition",5,6,1543
2018,"Missing",1,1,21
2018,"Missing",1,2,18
2018,"Missing",1,3,307
2018,"Missing",1,4,1
2018,"Missing",1,5,785
2018,"Missing",1,6,163
2018,"Missing",2,1,588
2018,"Missing",2,2,1211
2018,"Missing",2,3,10862
2018,"Missing",2,4,67
2018,"Missing",2,5,28479
2018,"Missing",2,6,5863
2018,"Missing",3,1,529
2018,"Missing",3,2,825
2018,"Missing",3,3,11830
2018,"Missing",3,4,39
2018,"Missing",3,5,25915
2018,"Missing",3,6,3804
2018,"Missing",4,1,960
2018,"Missing",4,2,1375
2018,"Missing",4,3,18821
2018,"Missing",4,4,80
2018,"Missing",4,5,55829
2018,"Missing",4,6,3934
2018,"Missing",5,1,328
2018,"Missing",5,2,955
2018,"Missing",5,3,7187
2018,"Missing",5,4,31
2018,"Missing",5,5,25862
2018,"Missing",5,6,1936
2018,"Trauma/Stress-related Disorder",1,1,8
2018,"Trauma/Stress-related Disorder",1,2,7
2018,"Trauma/Stress-related Disorder",1,3,281
2018,"Trauma/Stress-related Disorder",1,4,2
2018,"Trauma/Stress-related Disorder",1,5,770
2018,"Trauma/Stress-related Disorder",1,6,77
2018,"Trauma/Stress-related Disorder",2,1,3891
2018,"Trauma/Stress-related Disorder",2,2,1836
2018,"Trauma/Stress-related Disorder",2,3,24631
2018,"Trauma/Stress-related Disorder",2,4,389
2018,"Trauma/Stress-related Disorder",2,5,91136
2018,"Trauma/Stress-related Disorder",2,6,16782
2018,"Trauma/Stress-related Disorder",3,1,1717
2018,"Trauma/Stress-related Disorder",3,2,644
2018,"Trauma/Stress-related Disorder",3,3,12573
2018,"Trauma/Stress-related Disorder",3,4,155
2018,"Trauma/Stress-related Disorder",3,5,38237
2018,"Trauma/Stress-related Disorder",3,6,5762
2018,"Trauma/Stress-related Disorder",4,1,2228
2018,"Trauma/Stress-related Disorder",4,2,1019
2018,"Trauma/Stress-related Disorder",4,3,17804
2018,"Trauma/Stress-related Disorder",4,4,384
2018,"Trauma/Stress-related Disorder",4,5,69688
2018,"Trauma/Stress-related Disorder",4,6,6580
2018,"Trauma/Stress-related Disorder",5,1,1072
2018,"Trauma/Stress-related Disorder",5,2,783
2018,"Trauma/Stress-related Disorder",5,3,7533
2018,"Trauma/Stress-related Disorder",5,4,249
2018,"Trauma/Stress-related Disorder",5,5,41459
2018,"Trauma/Stress-related Disorder",5,6,4162
2018,"Anxiety Disorder",1,1,7
2018,"Anxiety Disorder",1,2,15
2018,"Anxiety Disorder",1,3,350
2018,"Anxiety Disorder",1,4,1
2018,"Anxiety Disorder",1,5,1229
2018,"Anxiety Disorder",1,6,105
2018,"Anxiety Disorder",2,1,1375
2018,"Anxiety Disorder",2,2,1246
2018,"Anxiety Disorder",2,3,7624
2018,"Anxiety Disorder",2,4,198
2018,"Anxiety Disorder",2,5,51711
2018,"Anxiety Disorder",2,6,8315
2018,"Anxiety Disorder",3,1,1174
2018,"Anxiety Disorder",3,2,489
2018,"Anxiety Disorder",3,3,6131
2018,"Anxiety Disorder",3,4,93
2018,"Anxiety Disorder",3,5,34404
2018,"Anxiety Disorder",3,6,3922
2018,"Anxiety Disorder",4,1,1890
2018,"Anxiety Disorder",4,2,917
2018,"Anxiety Disorder",4,3,11531
2018,"Anxiety Disorder",4,4,210
2018,"Anxiety Disorder",4,5,77129
2018,"Anxiety Disorder",4,6,5658
2018,"Anxiety Disorder",5,1,763
2018,"Anxiety Disorder",5,2,731
2018,"Anxiety Disorder",5,3,5279
2018,"Anxiety Disorder",5,4,148
2018,"Anxiety Disorder",5,5,43534
2018,"Anxiety Disorder",5,6,3590
2018,"ADHD",1,1,5
2018,"ADHD",1,2,9
2018,"ADHD",1,3,427
2018,"ADHD",1,4,2
2018,"ADHD",1,5,715
2018,"ADHD",1,6,127
2018,"ADHD",2,1,1485
2018,"ADHD",2,2,607
2018,"ADHD",2,3,46914
2018,"ADHD",2,4,183
2018,"ADHD",2,5,90494
2018,"ADHD",2,6,13997
2018,"ADHD",3,1,352
2018,"ADHD",3,2,146
2018,"ADHD",3,3,7548
2018,"ADHD",3,4,37
2018,"ADHD",3,5,16375
2018,"ADHD",3,6,2298
2018,"ADHD",4,1,212
2018,"ADHD",4,2,137
2018,"ADHD",4,3,2578
2018,"ADHD",4,4,22
2018,"ADHD",4,5,12016
2018,"ADHD",4,6,1009
2018,"ADHD",5,1,73
2018,"ADHD",5,2,109
2018,"ADHD",5,3,654
2018,"ADHD",5,4,24
2018,"ADHD",5,5,5850
2018,"ADHD",5,6,482
2018,"Conduct Disorder",1,1,3
2018,"Conduct Disorder",1,2,3
2018,"Conduct Disorder",1,3,161
2018,"Conduct Disorder",1,4,1
2018,"Conduct Disorder",1,5,206
2018,"Conduct Disorder",1,6,31
2018,"Conduct Disorder",2,1,299
2018,"Conduct Disorder",2,2,115
2018,"Conduct Disorder",2,3,8069
2018,"Conduct Disorder",2,4,49
2018,"Conduct Disorder",2,5,13471
2018,"Conduct Disorder",2,6,2748
2018,"Conduct Disorder",3,1,116
2018,"Conduct Disorder",3,2,39
2018,"Conduct Disorder",3,3,2442
2018,"Conduct Disorder",3,4,20
2018,"Conduct Disorder",3,5,3598
2018,"Conduct Disorder",3,6,632
2018,"Conduct Disorder",4,1,43
2018,"Conduct Disorder",4,2,20
2018,"Conduct Disorder",4,3,684
2018,"Conduct Disorder",4,4,3
2018,"Conduct Disorder",4,5,1611
2018,"Conduct Disorder",4,6,148
2018,"Conduct Disorder",5,1,2
2018,"Conduct Disorder",5,2,5
2018,"Conduct Disorder",5,3,73
2018,"Conduct Disorder",5,4,1
2018,"Conduct Disorder",5,5,270
2018,"Conduct Disorder",5,6,28
2018,"Delirium/Dementia",1,1,1
2018,"Delirium/Dementia",1,3,24
2018,"Delirium/Dementia",1,5,69
2018,"Delirium/Dementia",1,6,8
2018,"Delirium/Dementia",2,1,25
2018,"Delirium/Dementia",2,2,45
2018,"Delirium/Dementia",2,3,224
2018,"Delirium/Dementia",2,4,5
2018,"Delirium/Dementia",2,5,796
2018,"Delirium/Dementia",2,6,263
2018,"Delirium/Dementia",3,1,31
2018,"Delirium/Dementia",3,2,8
2018,"Delirium/Dementia",3,3,302
2018,"Delirium/Dementia",3,4,1
2018,"Delirium/Dementia",3,5,696
2018,"Delirium/Dementia",3,6,94
2018,"Delirium/Dementia",4,1,29
2018,"Delirium/Dementia",4,2,31
2018,"Delirium/Dementia",4,3,612
2018,"Delirium/Dementia",4,4,5
2018,"Delirium/Dementia",4,5,2232
2018,"Delirium/Dementia",4,6,258
2018,"Delirium/Dementia",5,1,12
2018,"Delirium/Dementia",5,2,27
2018,"Delirium/Dementia",5,3,184
2018,"Delirium/Dementia",5,4,2
2018,"Delirium/Dementia",5,5,821
2018,"Delirium/Dementia",5,6,97
2018,"Bipolar Disorder",1,1,22
2018,"Bipolar Disorder",1,2,14
2018,"Bipolar Disorder",1,3,615
2018,"Bipolar Disorder",1,5,1472
2018,"Bipolar Disorder",1,6,121
2018,"Bipolar Disorder",2,1,272
2018,"Bipolar Disorder",2,2,193
2018,"Bipolar Disorder",2,3,4616
2018,"Bipolar Disorder",2,4,34
2018,"Bipolar Disorder",2,5,18752
2018,"Bipolar Disorder",2,6,2480
2018,"Bipolar Disorder",3,1,761
2018,"Bipolar Disorder",3,2,254
2018,"Bipolar Disorder",3,3,12955
2018,"Bipolar Disorder",3,4,77
2018,"Bipolar Disorder",3,5,39356
2018,"Bipolar Disorder",3,6,4213
2018,"Bipolar Disorder",4,1,1587
2018,"Bipolar Disorder",4,2,891
2018,"Bipolar Disorder",4,3,26976
2018,"Bipolar Disorder",4,4,266
2018,"Bipolar Disorder",4,5,116905
2018,"Bipolar Disorder",4,6,8856
2018,"Bipolar Disorder",5,1,940
2018,"Bipolar Disorder",5,2,944
2018,"Bipolar Disorder",5,3,12751
2018,"Bipolar Disorder",5,4,166
2018,"Bipolar Disorder",5,5,68568
2018,"Bipolar Disorder",5,6,5766
2018,"Depressive Disorder",1,1,39
2018,"Depressive Disorder",1,2,32
2018,"Depressive Disorder",1,3,1181
2018,"Depressive Disorder",1,4,2
2018,"Depressive Disorder",1,5,2433
2018,"Depressive Disorder",1,6,221
2018,"Depressive Disorder",2,1,1547
2018,"Depressive Disorder",2,2,2894
2018,"Depressive Disorder",2,3,15399
2018,"Depressive Disorder",2,4,302
2018,"Depressive Disorder",2,5,67035
2018,"Depressive Disorder",2,6,11449
2018,"Depressive Disorder",3,1,2638
2018,"Depressive Disorder",3,2,1276
2018,"Depressive Disorder",3,3,32378
2018,"Depressive Disorder",3,4,294
2018,"Depressive Disorder",3,5,94891
2018,"Depressive Disorder",3,6,12162
2018,"Depressive Disorder",4,1,4209
2018,"Depressive Disorder",4,2,2419
2018,"Depressive Disorder",4,3,59244
2018,"Depressive Disorder",4,4,558
2018,"Depressive Disorder",4,5,214224
2018,"Depressive Disorder",4,6,17754
2018,"Depressive Disorder",5,1,1880
2018,"Depressive Disorder",5,2,1900
2018,"Depressive Disorder",5,3,24420
2018,"Depressive Disorder",5,4,367
2018,"Depressive Disorder",5,5,117881
2018,"Depressive Disorder",5,6,10251
2018,"Oppositional Defiant Disorder",1,1,4
2018,"Oppositional Defiant Disorder",1,3,122
2018,"Oppositional Defiant Disorder",1,5,165
2018,"Oppositional Defiant Disorder",1,6,30
2018,"Oppositional Defiant Disorder",2,1,494
2018,"Oppositional Defiant Disorder",2,2,107
2018,"Oppositional Defiant Disorder",2,3,11084
2018,"Oppositional Defiant Disorder",2,4,45
2018,"Oppositional Defiant Disorder",2,5,21742
2018,"Oppositional Defiant Disorder",2,6,4067
2018,"Oppositional Defiant Disorder",3,1,112
2018,"Oppositional Defiant Disorder",3,2,47
2018,"Oppositional Defiant Disorder",3,3,3453
2018,"Oppositional Defiant Disorder",3,4,10
2018,"Oppositional Defiant Disorder",3,5,5437
2018,"Oppositional Defiant Disorder",3,6,994
2018,"Oppositional Defiant Disorder",4,1,20
2018,"Oppositional Defiant Disorder",4,2,10
2018,"Oppositional Defiant Disorder",4,3,418
2018,"Oppositional Defiant Disorder",4,4,2
2018,"Oppositional Defiant Disorder",4,5,807
2018,"Oppositional Defiant Disorder",4,6,124
2018,"Oppositional Defiant Disorder",5,2,2
2018,"Oppositional Defiant Disorder",5,3,25
2018,"Oppositional Defiant Disorder",5,5,68
2018,"Oppositional Defiant Disorder",5,6,7
2018,"Pervasive Developmental Disorders",1,1,9
2018,"Pervasive Developmental Disorders",1,2,49
2018,"Pervasive Developmental Disorders",1,3,697
2018,"Pervasive Developmental Disorders",1,4,2
2018,"Pervasive Developmental Disorders",1,5,2259
2018,"Pervasive Developmental Disorders",1,6,503
2018,"Pervasive Developmental Disorders",2,1,132
2018,"Pervasive Developmental Disorders",2,2,203
2018,"Pervasive Developmental Disorders",2,3,1974
2018,"Pervasive Developmental Disorders",2,4,23
2018,"Pervasive Developmental Disorders",2,5,9468
2018,"Pervasive Developmental Disorders",2,6,1925
2018,"Pervasive Developmental Disorders",3,1,32
2018,"Pervasive Developmental Disorders",3,2,50
2018,"Pervasive Developmental Disorders",3,3,417
2018,"Pervasive Developmental Disorders",3,4,1
2018,"Pervasive Developmental Disorders",3,5,2413
2018,"Pervasive Developmental Disorders",3,6,375
2018,"Pervasive Developmental Disorders",4,1,25
2018,"Pervasive Developmental Disorders",4,2,72
2018,"Pervasive Developmental Disorders",4,3,678
2018,"Pervasive Developmental Disorders",4,4,12
2018,"Pervasive Developmental Disorders",4,5,3809
2018,"Pervasive Developmental Disorders",4,6,519
2018,"Pervasive Developmental Disorders",5,1,2
2018,"Pervasive Developmental Disorders",5,2,17
2018,"Pervasive Developmental Disorders",5,3,59
2018,"Pervasive Developmental Disorders",5,4,1
2018,"Pervasive Developmental Disorders",5,5,548
2018,"Pervasive Developmental Disorders",5,6,68
2018,"Personality Disorders",1,1,1
2018,"Personality Disorders",1,3,48
2018,"Personality Disorders",1,5,93
2018,"Personality Disorders",1,6,8
2018,"Personality Disorders",2,1,37
2018,"Personality Disorders",2,2,14
2018,"Personality Disorders",2,3,383
2018,"Personality Disorders",2,4,5
2018,"Personality Disorders",2,5,1238
2018,"Personality Disorders",2,6,231
2018,"Personality Disorders",3,1,96
2018,"Personality Disorders",3,2,19
2018,"Personality Disorders",3,3,1590
2018,"Personality Disorders",3,4,4
2018,"Personality Disorders",3,5,2736
2018,"Personality Disorders",3,6,414
2018,"Personality Disorders",4,1,182
2018,"Personality Disorders",4,2,91
2018,"Personality Disorders",4,3,2034
2018,"Personality Disorders",4,4,11
2018,"Personality Disorders",4,5,8361
2018,"Personality Disorders",4,6,686
2018,"Personality Disorders",5,1,75
2018,"Personality Disorders",5,2,80
2018,"Personality Disorders",5,3,777
2018,"Personality Disorders",5,4,10
2018,"Personality Disorders",5,5,4521
2018,"Personality Disorders",5,6,352
2018,"Schizophrenia or other Psychotic Disorders",1,1,29
2018,"Schizophrenia or other Psychotic Disorders",1,2,34
2018,"Schizophrenia or other Psychotic Disorders",1,3,1950
2018,"Schizophrenia or other Psychotic Disorders",1,4,2
2018,"Schizophrenia or other Psychotic Disorders",1,5,1797
2018,"Schizophrenia or other Psychotic Disorders",1,6,305
2018,"Schizophrenia or other Psychotic Disorders",2,1,403
2018,"Schizophrenia or other Psychotic Disorders",2,2,817
2018,"Schizophrenia or other Psychotic Disorders",2,3,10984
2018,"Schizophrenia or other Psychotic Disorders",2,4,84
2018,"Schizophrenia or other Psychotic Disorders",2,5,17091
2018,"Schizophrenia or other Psychotic Disorders",2,6,3160
2018,"Schizophrenia or other Psychotic Disorders",3,1,965
2018,"Schizophrenia or other Psychotic Disorders",3,2,865
2018,"Schizophrenia or other Psychotic Disorders",3,3,33990
2018,"Schizophrenia or other Psychotic Disorders",3,4,176
2018,"Schizophrenia or other Psychotic Disorders",3,5,34435
2018,"Schizophrenia or other Psychotic Disorders",3,6,5404
2018,"Schizophrenia or other Psychotic Disorders",4,1,1825
2018,"Schizophrenia or other Psychotic Disorders",4,2,2489
2018,"Schizophrenia or other Psychotic Disorders",4,3,59923
2018,"Schizophrenia or other Psychotic Disorders",4,4,484
2018,"Schizophrenia or other Psychotic Disorders",4,5,93856
2018,"Schizophrenia or other Psychotic Disorders",4,6,10755
2018,"Schizophrenia or other Psychotic Disorders",5,1,698
2018,"Schizophrenia or other Psychotic Disorders",5,2,1904
2018,"Schizophrenia or other Psychotic Disorders",5,3,19541
2018,"Schizophrenia or other Psychotic Disorders",5,4,196
2018,"Schizophrenia or other Psychotic Disorders",5,5,40292
2018,"Schizophrenia or other Psychotic Disorders",5,6,4626
2018,"Alcohol/Substance Use Disorders",1,3,29
2018,"Alcohol/Substance Use Disorders",1,5,28
2018,"Alcohol/Substance Use Disorders",1,6,4
2018,"Alcohol/Substance Use Disorders",2,1,66
2018,"Alcohol/Substance Use Disorders",2,2,13
2018,"Alcohol/Substance Use Disorders",2,3,676
2018,"Alcohol/Substance Use Disorders",2,4,4
2018,"Alcohol/Substance Use Disorders",2,5,3403
2018,"Alcohol/Substance Use Disorders",2,6,802
2018,"Alcohol/Substance Use Disorders",3,1,232
2018,"Alcohol/Substance Use Disorders",3,2,57
2018,"Alcohol/Substance Use Disorders",3,3,3004
2018,"Alcohol/Substance Use Disorders",3,4,12
2018,"Alcohol/Substance Use Disorders",3,5,8454
2018,"Alcohol/Substance Use Disorders",3,6,666
2018,"Alcohol/Substance Use Disorders",4,1,279
2018,"Alcohol/Substance Use Disorders",4,2,98
2018,"Alcohol/Substance Use Disorders",4,3,4952
2018,"Alcohol/Substance Use Disorders",4,4,22
2018,"Alcohol/Substance Use Disorders",4,5,19701
2018,"Alcohol/Substance Use Disorders",4,6,1173
2018,"Alcohol/Substance Use Disorders",5,1,145
2018,"Alcohol/Substance Use Disorders",5,2,73
2018,"Alcohol/Substance Use Disorders",5,3,1729
2018,"Alcohol/Substance Use Disorders",5,4,20
2018,"Alcohol/Substance Use Disorders",5,5,10042
2018,"Alcohol/Substance Use Disorders",5,6,613
2018,"Other Disorder/Condition",1,1,42
2018,"Other Disorder/Condition",1,2,94
2018,"Other Disorder/Condition",1,3,2241
2018,"Other Disorder/Condition",1,4,5
2018,"Other Disorder/Condition",1,5,8014
2018,"Other Disorder/Condition",1,6,1136
2018,"Other Disorder/Condition",2,1,1411
2018,"Other Disorder/Condition",2,2,723
2018,"Other Disorder/Condition",2,3,13525
2018,"Other Disorder/Condition",2,4,110
2018,"Other Disorder/Condition",2,5,42865
2018,"Other Disorder/Condition",2,6,8213
2018,"Other Disorder/Condition",3,1,768
2018,"Other Disorder/Condition",3,2,348
2018,"Other Disorder/Condition",3,3,8983
2018,"Other Disorder/Condition",3,4,65
2018,"Other Disorder/Condition",3,5,23337
2018,"Other Disorder/Condition",3,6,3528
2018,"Other Disorder/Condition",4,1,807
2018,"Other Disorder/Condition",4,2,676
2018,"Other Disorder/Condition",4,3,12491
2018,"Other Disorder/Condition",4,4,114
2018,"Other Disorder/Condition",4,5,44971
2018,"Other Disorder/Condition",4,6,4549
2018,"Other Disorder/Condition",5,1,373
2018,"Other Disorder/Condition",5,2,371
2018,"Other Disorder/Condition",5,3,4048
2018,"Other Disorder/Condition",5,4,47
2018,"Other Disorder/Condition",5,5,18278
2018,"Other Disorder/Condition",5,6,2023
2019,"Missing",1,1,22
2019,"Missing",1,2,16
2019,"Missing",1,3,325
2019,"Missing",1,5,844
2019,"Missing",1,6,129
2019,"Missing",2,1,787
2019,"Missing",2,2,1837
2019,"Missing",2,3,14476
2019,"Missing",2,4,98
2019,"Missing",2,5,37880
2019,"Missing",2,6,8662
2019,"Missing",3,1,740
2019,"Missing",3,2,594
2019,"Missing",3,3,13136
2019,"Missing",3,4,68
2019,"Missing",3,5,28826
2019,"Missing",3,6,4679
2019,"Missing",4,1,1256
2019,"Missing",4,2,830
2019,"Missing",4,3,20937
2019,"Missing",4,4,97
2019,"Missing",4,5,60860
2019,"Missing",4,6,4563
2019,"Missing",5,1,514
2019,"Missing",5,2,701
2019,"Missing",5,3,7459
2019,"Missing",5,4,41
2019,"Missing",5,5,28152
2019,"Missing",5,6,2138
2019,"Trauma/Stress-related Disorder",1,1,10
2019,"Trauma/Stress-related Disorder",1,2,6
2019,"Trauma/Stress-related Disorder",1,3,305
2019,"Trauma/Stress-related Disorder",1,4,2
2019,"Trauma/Stress-related Disorder",1,5,785
2019,"Trauma/Stress-related Disorder",1,6,103
2019,"Trauma/Stress-related Disorder",2,1,4764
2019,"Trauma/Stress-related Disorder",2,2,1792
2019,"Trauma/Stress-related Disorder",2,3,26270
2019,"Trauma/Stress-related Disorder",2,4,469
2019,"Trauma/Stress-related Disorder",2,5,94418
2019,"Trauma/Stress-related Disorder",2,6,20303
2019,"Trauma/Stress-related Disorder",3,1,1958
2019,"Trauma/Stress-related Disorder",3,2,603
2019,"Trauma/Stress-related Disorder",3,3,13287
2019,"Trauma/Stress-related Disorder",3,4,169
2019,"Trauma/Stress-related Disorder",3,5,37892
2019,"Trauma/Stress-related Disorder",3,6,6577
2019,"Trauma/Stress-related Disorder",4,1,2751
2019,"Trauma/Stress-related Disorder",4,2,900
2019,"Trauma/Stress-related Disorder",4,3,19174
2019,"Trauma/Stress-related Disorder",4,4,280
2019,"Trauma/Stress-related Disorder",4,5,71095
2019,"Trauma/Stress-related Disorder",4,6,7761
2019,"Trauma/Stress-related Disorder",5,1,1311
2019,"Trauma/Stress-related Disorder",5,2,773
2019,"Trauma/Stress-related Disorder",5,3,8297
2019,"Trauma/Stress-related Disorder",5,4,157
2019,"Trauma/Stress-related Disorder",5,5,43273
2019,"Trauma/Stress-related Disorder",5,6,4685
2019,"Anxiety Disorder",1,1,7
2019,"Anxiety Disorder",1,2,16
2019,"Anxiety Disorder",1,3,361
2019,"Anxiety Disorder",1,4,1
2019,"Anxiety Disorder",1,5,1252
2019,"Anxiety Disorder",1,6,114
2019,"Anxiety Disorder",2,1,1903
2019,"Anxiety Disorder",2,2,1281
2019,"Anxiety Disorder",2,3,8449
2019,"Anxiety Disorder",2,4,201
2019,"Anxiety Disorder",2,5,57880
2019,"Anxiety Disorder",2,6,9919
2019,"Anxiety Disorder",3,1,1465
2019,"Anxiety Disorder",3,2,435
2019,"Anxiety Disorder",3,3,6403
2019,"Anxiety Disorder",3,4,105
2019,"Anxiety Disorder",3,5,35237
2019,"Anxiety Disorder",3,6,4663
2019,"Anxiety Disorder",4,1,2210
2019,"Anxiety Disorder",4,2,864
2019,"Anxiety Disorder",4,3,12585
2019,"Anxiety Disorder",4,4,193
2019,"Anxiety Disorder",4,5,78708
2019,"Anxiety Disorder",4,6,6429
2019,"Anxiety Disorder",5,1,1004
2019,"Anxiety Disorder",5,2,692
2019,"Anxiety Disorder",5,3,6004
2019,"Anxiety Disorder",5,4,107
2019,"Anxiety Disorder",5,5,45028
2019,"Anxiety Disorder",5,6,4067
2019,"ADHD",1,1,5
2019,"ADHD",1,2,14
2019,"ADHD",1,3,453
2019,"ADHD",1,4,1
2019,"ADHD",1,5,696
2019,"ADHD",1,6,139
2019,"ADHD",2,1,1382
2019,"ADHD",2,2,539
2019,"ADHD",2,3,44964
2019,"ADHD",2,4,149
2019,"ADHD",2,5,80290
2019,"ADHD",2,6,13428
2019,"ADHD",3,1,283
2019,"ADHD",3,2,109
2019,"ADHD",3,3,7449
2019,"ADHD",3,4,32
2019,"ADHD",3,5,14821
2019,"ADHD",3,6,2197
2019,"ADHD",4,1,192
2019,"ADHD",4,2,111
2019,"ADHD",4,3,2662
2019,"ADHD",4,4,28
2019,"ADHD",4,5,11011
2019,"ADHD",4,6,931
2019,"ADHD",5,1,67
2019,"ADHD",5,2,105
2019,"ADHD",5,3,657
2019,"ADHD",5,4,8
2019,"ADHD",5,5,5488
2019,"ADHD",5,6,408
2019,"Conduct Disorder",1,1,1
2019,"Conduct Disorder",1,2,3
2019,"Conduct Disorder",1,3,179
2019,"Conduct Disorder",1,4,1
2019,"Conduct Disorder",1,5,233
2019,"Conduct Disorder",1,6,45
2019,"Conduct Disorder",2,1,289
2019,"Conduct Disorder",2,2,115
2019,"Conduct Disorder",2,3,7463
2019,"Conduct Disorder",2,4,35
2019,"Conduct Disorder",2,5,12090
2019,"Conduct Disorder",2,6,2451
2019,"Conduct Disorder",3,1,102
2019,"Conduct Disorder",3,2,39
2019,"Conduct Disorder",3,3,2356
2019,"Conduct Disorder",3,4,18
2019,"Conduct Disorder",3,5,3163
2019,"Conduct Disorder",3,6,615
2019,"Conduct Disorder",4,1,54
2019,"Conduct Disorder",4,2,14
2019,"Conduct Disorder",4,3,644
2019,"Conduct Disorder",4,4,6
2019,"Conduct Disorder",4,5,1479
2019,"Conduct Disorder",4,6,167
2019,"Conduct Disorder",5,1,6
2019,"Conduct Disorder",5,2,6
2019,"Conduct Disorder",5,3,81
2019,"Conduct Disorder",5,4,1
2019,"Conduct Disorder",5,5,235
2019,"Conduct Disorder",5,6,21
2019,"Delirium/Dementia",1,3,31
2019,"Delirium/Dementia",1,5,74
2019,"Delirium/Dementia",1,6,11
2019,"Delirium/Dementia",2,1,29
2019,"Delirium/Dementia",2,2,14
2019,"Delirium/Dementia",2,3,193
2019,"Delirium/Dementia",2,4,3
2019,"Delirium/Dementia",2,5,687
2019,"Delirium/Dementia",2,6,135
2019,"Delirium/Dementia",3,1,21
2019,"Delirium/Dementia",3,2,5
2019,"Delirium/Dementia",3,3,269
2019,"Delirium/Dementia",3,4,3
2019,"Delirium/Dementia",3,5,543
2019,"Delirium/Dementia",3,6,94
2019,"Delirium/Dementia",4,1,22
2019,"Delirium/Dementia",4,2,22
2019,"Delirium/Dementia",4,3,524
2019,"Delirium/Dementia",4,4,7
2019,"Delirium/Dementia",4,5,1992
2019,"Delirium/Dementia",4,6,219
2019,"Delirium/Dementia",5,1,11
2019,"Delirium/Dementia",5,2,21
2019,"Delirium/Dementia",5,3,180
2019,"Delirium/Dementia",5,5,726
2019,"Delirium/Dementia",5,6,94
2019,"Bipolar Disorder",1,1,21
2019,"Bipolar Disorder",1,2,12
2019,"Bipolar Disorder",1,3,670
2019,"Bipolar Disorder",1,5,1533
2019,"Bipolar Disorder",1,6,141
2019,"Bipolar Disorder",2,1,292
2019,"Bipolar Disorder",2,2,161
2019,"Bipolar Disorder",2,3,4291
2019,"Bipolar Disorder",2,4,35
2019,"Bipolar Disorder",2,5,16760
2019,"Bipolar Disorder",2,6,2196
2019,"Bipolar Disorder",3,1,727
